folio,deleg,id_guard,guard,esq,fecha_d,fecha_m,fecha_a,hr_ini_h,hr_ini_m,hr_fin_h,hr_fin_m,edad,rechab,sat1,solinsc,internet,tramit,tmpoingr,filtroen,asistllegada,enfllegada,revdesp,revunas,limp,trato2,trato1,total_a,asistsala,nutricion,lactm1,lactm2,lactm3,vacunas,limpsalida,limpsalida2,vigilante,simulacro,alrededores,seguro1,tiempo,sala,conact,actadec,comunic1,comunic5,razon,sat2,recomen,parent,sexo,escolar,Delegacion,InscritosDiciembre2014,TipoGuard
"8,494,032",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,7,48,7,57,47,5,2,3,,,,1,2,1,1,1,2,2,2,15,5,1,3,3,2,1,1,1,1,2,2,2,2,2,2,,1,1,3,8,2,4,1,7,Puebla,184,2
"8,494,036",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,11,29,11,39,55,5,2,1,,1,2,1,1,1,1,1,2,1,2,14,4,1,2,2,1,1,1,1,1,1,1,2,4,6,1,1,1,1,3,9,1,3,1,5,Puebla,184,2
"8,494,038",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,12,13,12,21,30,4,2,1,,2,3,1,1,1,1,1,2,2,2,12,2,97,2,4,2,2,2,1,1,2,2,1,2,8,2,,2,1,5,7,2,1,2,7,Puebla,184,2
"8,494,040",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,13,52,14,1,34,5,2,1,,1,2,1,2,1,1,1,2,2,2,20,2,97,4,4,2,1,2,2,1,1,2,1,2,5,1,1,1,4,2,8,1,1,2,9,Puebla,184,2
"9,151,002",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,15,37,15,45,25,5,1,1,,1,2,1,1,2,1,1,1,1,1,15,3,1,3,3,2,3,1,2,1,1,1,2,4,7,1,1,1,4,2,10,1,2,1,7,Puebla,184,2
"9,151,004",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,16,1,16,11,31,5,1,1,,1,1,1,1,1,1,1,1,2,2,20,4,1,3,1,1,1,1,1,1,1,2,2,4,5,1,1,1,1,1,10,1,2,1,9,Puebla,184,2
"9,151,005",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,16,31,16,41,38,5,2,1,,1,3,1,1,1,1,1,2,2,1,18,4,1,7,,,1,1,1,1,1,2,2,3,4,1,1,1,3,1,9,1,1,2,9,Puebla,184,2
"9,151,006",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,16,45,16,53,28,4,2,1,,1,2,1,1,1,1,1,2,2,2,24,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,10,1,1,2,9,Puebla,184,2
"9,151,008",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,17,3,17,12,48,5,2,1,,1,2,1,1,1,1,1,2,2,2,20,3,97,5,1,1,1,1,1,1,1,1,1,2,4,1,1,1,3,1,8,2,3,1,9,Puebla,184,2
"9,151,009",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,17,21,17,33,27,5,2,1,,1,1,1,1,1,1,1,2,2,2,14,3,1,1,1,1,1,1,1,1,2,2,2,2,4,1,1,1,1,2,8,2,2,1,8,Puebla,184,2
"9,151,011",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,18,10,18,18,23,3,1,1,,1,2,1,1,1,1,1,2,2,2,15,3,1,1,1,2,1,1,1,1,1,2,2,3,5,1,1,1,7,4,9,2,2,1,7,Puebla,184,2
"10,337,039",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,8,8,8,17,41,5,1,1,,1,1,1,1,1,1,1,2,1,1,30,4,97,3,1,1,1,1,1,1,1,2,2,3,4,1,1,1,1,4,10,1,2,1,9,Puebla,184,2
"10,337,040",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,8,19,8,28,32,5,2,1,,1,1,1,1,1,1,1,2,2,2,15,2,1,4,4,2,1,1,1,1,2,2,2,1,4,2,,1,1,1,8,1,2,1,9,Puebla,184,2
"10,337,041",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,13,58,14,10,44,5,2,3,,,,1,1,1,1,1,1,1,1,15,5,97,1,1,1,1,1,1,1,2,4,2,1,99,1,1,1,6,1,9,1,3,2,7,Puebla,184,2
"10,337,042",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,15,40,15,52,32,5,4,1,,2,4,1,1,4,4,1,4,2,2,37,2,2,3,4,2,1,1,1,4,2,5,1,2,3,2,,2,3,2,7,4,2,1,7,Puebla,184,2
"10,337,045",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,16,41,16,52,35,5,2,1,,2,4,1,1,1,1,1,1,2,1,15,4,1,1,3,2,1,1,1,1,1,1,2,2,2,1,1,1,3,1,9,1,2,1,9,Puebla,184,2
"10,337,046",23,998,Guarder�a Ordinaria G - 0001 PUEBLA,2,9,9,15,17,1,17,12,35,3,2,1,,1,2,2,,,,,2,2,3,99,3,2,3,4,2,1,4,2,1,2,4,1,3,99,2,,1,3,1,7,1,1,2,9,Puebla,184,2
"8,279,141",23,1,Guarder�a Ordinaria G - 0002 PUEBLA,2,21,9,15,8,1,8,6,30,5,1,1,,1,1,1,1,1,1,1,1,1,1,7,2,1,3,3,1,1,1,1,1,1,2,2,3,5,1,1,1,1,4,10,1,2,1,7,Puebla,76,2
"8,279,143",23,1,Guarder�a Ordinaria G - 0002 PUEBLA,2,21,9,15,8,10,8,16,53,5,2,1,,1,2,1,1,1,1,1,1,1,1,25,4,1,2,2,1,1,1,1,1,2,1,2,1,4,2,,1,2,4,10,1,3,1,9,Puebla,76,2
"8,279,148",23,1,Guarder�a Ordinaria G - 0002 PUEBLA,2,21,9,15,15,42,15,48,42,5,1,1,,1,3,1,1,1,1,1,2,2,2,12,1,1,1,3,2,1,1,1,1,1,2,2,3,4,1,1,1,1,2,9,1,2,1,7,Puebla,76,2
"9,729,054",23,1,Guarder�a Ordinaria G - 0002 PUEBLA,2,21,9,15,7,37,7,45,43,5,2,2,1,,1,1,1,1,1,1,2,2,2,12,3,1,1,2,2,1,1,1,1,1,1,2,4,6,1,1,1,4,2,8,1,2,1,9,Puebla,76,2
"9,729,055",23,1,Guarder�a Ordinaria G - 0002 PUEBLA,2,21,9,15,8,3,8,11,40,5,1,1,,1,1,1,1,1,1,1,1,1,1,10,3,1,3,4,2,1,1,1,1,1,1,2,3,8,1,1,1,4,9,10,1,1,2,7,Puebla,76,2
"10,337,099",23,1,Guarder�a Ordinaria G - 0002 PUEBLA,2,21,9,15,8,0,8,6,62,5,1,1,,1,3,1,1,1,1,1,1,1,1,6,99,1,1,4,2,1,1,1,1,1,1,2,2,5,2,,1,1,1,10,1,4,1,5,Puebla,76,2
"10,337,102",23,1,Guarder�a Ordinaria G - 0002 PUEBLA,2,21,9,15,8,23,8,30,33,5,1,1,,1,2,1,1,1,1,2,1,1,1,12,2,1,1,1,2,1,1,1,1,1,2,2,3,4,1,1,1,2,4,10,1,2,1,9,Puebla,76,2
"10,337,104",23,1,Guarder�a Ordinaria G - 0002 PUEBLA,2,21,9,15,14,59,15,7,45,5,2,3,,,,2,,,,,2,2,2,99,99,1,4,4,2,1,1,1,1,2,1,2,1,5,2,,2,2,1,9,1,4,1,7,Puebla,76,2
"10,337,107",23,1,Guarder�a Ordinaria G - 0002 PUEBLA,2,21,9,15,16,5,16,12,55,4,2,3,,,,2,,,,,1,1,1,99,2,97,3,4,1,1,1,1,1,1,2,2,1,3,99,,1,1,1,10,1,3,2,9,Puebla,76,2
"8,279,004",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,7,49,7,56,35,5,2,1,,1,2,1,1,3,2,3,1,2,2,20,3,97,4,2,1,1,2,1,1,1,2,1,4,7,2,,1,1,2,10,1,2,1,5,Puebla,227,2
"8,279,007",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,8,25,8,33,32,5,1,1,,1,3,1,1,1,1,1,2,3,1,20,5,2,3,2,1,1,1,1,1,2,1,2,2,3,2,,2,2,5,10,1,2,1,9,Puebla,227,2
"8,279,010",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,15,5,15,10,24,5,1,1,,1,3,1,2,1,1,1,2,2,2,28,4,1,3,1,2,1,1,1,1,1,2,2,1,3,1,1,1,2,2,10,1,2,1,7,Puebla,227,2
"8,279,011",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,15,16,15,24,41,5,2,1,,1,4,1,5,1,1,1,2,3,2,26,6,2,4,1,1,1,1,1,1,1,4,2,1,3,1,1,1,3,2,9,1,2,1,9,Puebla,227,2
"8,279,012",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,15,39,15,48,34,5,2,1,,2,2,1,2,3,3,1,2,2,3,14,4,1,2,4,1,1,1,1,2,1,2,1,3,4,1,1,1,4,4,8,2,1,2,9,Puebla,227,2
"8,279,013",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,16,25,16,30,46,4,2,1,,1,3,1,1,1,1,1,2,1,1,20,2,97,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,4,4,9,1,1,2,9,Puebla,227,2
"8,494,009",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,8,28,8,38,29,5,2,1,,1,4,1,1,2,1,2,2,2,2,20,3,1,2,4,2,1,2,1,1,2,2,2,3,4,1,1,1,3,4,8,1,1,2,9,Puebla,227,2
"8,494,012",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,11,39,11,50,36,5,1,1,,1,4,1,1,5,1,1,2,1,1,20,2,1,1,3,1,1,1,2,1,1,5,1,4,5,1,1,1,1,5,9,1,1,2,7,Puebla,227,2
"8,494,014",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,16,38,16,47,23,5,1,1,,2,4,1,4,1,1,1,2,2,2,15,2,97,2,4,2,1,2,4,1,2,4,1,4,7,1,1,1,1,2,9,1,1,2,8,Puebla,227,2
"8,494,015",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,16,58,17,7,34,5,1,1,,1,4,1,1,1,1,1,1,1,1,28,6,97,5,97,1,1,1,1,1,2,4,2,1,1,1,1,1,1,1,9,1,2,1,9,Puebla,227,2
"8,494,016",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,17,23,17,32,44,5,2,3,,,,1,1,1,1,1,2,4,99,20,4,97,5,2,2,1,4,5,1,1,2,2,2,2,2,,2,1,2,8,1,3,1,3,Puebla,227,2
"8,494,017",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,18,12,18,22,38,2,1,1,,1,1,1,1,1,1,1,1,1,1,15,4,1,2,3,1,1,1,1,1,2,2,2,4,5,1,1,1,3,998,9,1,1,2,9,Puebla,227,2
"8,494,018",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,18,28,18,35,52,3,1,1,,1,4,2,,,,,1,1,1,10,2,1,3,4,2,1,1,1,1,2,2,2,2,2,99,,1,1,3,10,1,3,2,9,Puebla,227,2
"8,764,004",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,7,38,7,46,27,5,1,1,,1,5,1,2,1,1,3,2,2,2,25,3,1,2,4,1,1,1,1,1,1,3,2,3,6,1,1,1,4,1,8,1,2,1,9,Puebla,227,2
"8,764,006",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,8,12,8,20,25,5,1,1,,1,1,1,1,1,1,1,2,1,1,22,6,1,3,3,1,1,1,2,1,97,2,2,2,2,1,1,1,4,5,10,1,2,1,9,Puebla,227,2
"8,764,011",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,12,19,12,26,25,5,2,1,,1,3,1,1,1,1,1,2,2,2,25,2,2,2,4,2,1,1,1,1,2,4,2,3,4,2,,2,1,2,9,1,2,1,9,Puebla,227,2
"8,764,012",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,14,20,14,26,27,5,2,1,,1,2,1,1,1,1,1,2,2,2,23,3,1,2,2,1,1,1,1,1,2,4,2,2,6,1,1,1,3,1,8,2,2,1,7,Puebla,227,2
"8,764,013",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,14,31,14,39,30,5,1,1,,1,2,1,1,1,1,1,2,2,2,15,3,97,1,3,2,1,1,1,1,97,2,2,2,4,1,1,1,3,4,10,1,2,1,9,Puebla,227,2
"8,764,015",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,16,2,16,9,42,5,1,3,,,,1,1,1,1,1,1,1,1,30,3,1,3,4,2,1,1,1,1,97,4,2,2,4,2,,2,6,4,9,1,1,2,5,Puebla,227,2
"9,322,007",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,7,51,8,1,27,5,1,1,,1,3,1,1,1,1,1,2,1,1,15,2,97,1,1,2,1,1,1,1,2,1,1,1,5,1,1,1,1,1,9,1,2,1,7,Puebla,227,2
"9,322,016",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,15,31,15,40,29,5,2,3,,,,1,1,1,1,1,2,1,1,15,3,2,2,3,1,1,1,1,2,1,1,2,3,8,2,,1,3,1,8,1,1,2,7,Puebla,227,2
"9,322,019",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,18,10,18,20,36,4,1,1,,1,3,1,1,1,1,1,1,1,1,25,2,97,4,4,2,1,1,1,1,2,1,2,3,6,1,1,1,3,4,9,1,1,2,9,Puebla,227,2
"10,337,007",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,7,37,7,46,32,5,1,1,,1,2,1,1,1,2,1,2,2,1,10,4,1,1,3,2,1,2,1,1,2,1,2,1,5,1,1,1,4,2,9,1,2,1,9,Puebla,227,2
"10,337,010",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,8,25,8,33,27,5,1,1,,1,1,1,1,1,1,1,2,2,1,7,3,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,4,2,9,1,2,1,9,Puebla,227,2
"10,337,012",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,10,20,10,29,55,3,2,3,,,,1,1,1,1,1,2,2,2,30,5,1,1,2,1,1,1,2,1,2,1,2,2,2,1,1,1,6,4,9,1,3,1,3,Puebla,227,2
"10,337,013",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,14,27,14,34,54,5,1,3,,,,2,,,,,1,1,1,20,4,1,1,2,2,1,1,1,1,2,1,2,5,8,1,1,1,4,10,9,1,998,1,3,Puebla,227,2
"10,337,014",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,15,0,15,8,30,5,1,1,,1,3,1,1,1,1,1,2,1,1,25,4,1,3,2,1,1,1,1,1,1,1,2,2,3,1,1,1,7,2,10,1,2,1,9,Puebla,227,2
"10,337,015",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,15,34,15,43,36,5,1,1,,1,5,1,1,1,1,2,1,1,1,28,3,1,3,4,2,97,1,1,1,1,4,2,4,7,1,1,1,4,2,10,1,2,1,9,Puebla,227,2
"10,337,017",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,16,39,16,50,44,5,1,3,,,,1,1,1,1,1,2,3,99,15,3,1,7,,,1,1,1,1,2,2,2,1,2,2,,1,4,4,8,2,3,1,3,Puebla,227,2
"10,337,020",23,1001,Guarder�a Ordinaria G - 0003 PUEBLA,2,7,9,15,18,21,18,29,30,5,1,1,,1,4,1,1,1,1,1,1,1,1,25,8,1,1,3,2,1,1,1,1,2,1,2,1,3,2,,1,3,4,9,1,2,1,9,Puebla,227,2
"9,173,034",24,1041,"Guarder�as Siglo XXI, Jacal",1,17,9,15,8,14,8,21,43,2,2,3,,,,1,1,1,1,1,1,1,1,99,3,1,3,4,2,3,1,1,1,2,2,2,2,99,2,,99,3,1,9,1,1,2,8,Quer�taro,178,1
"9,173,041",24,1041,"Guarder�as Siglo XXI, Jacal",1,17,9,15,13,17,13,32,62,2,1,3,,,,1,1,1,1,1,1,1,1,15,2,1,3,4,2,1,1,1,2,2,2,2,1,7,2,,1,4,1,10,1,3,1,5,Quer�taro,178,1
"9,173,042",24,1041,"Guarder�as Siglo XXI, Jacal",1,17,9,15,13,53,14,0,22,5,2,3,,,,1,1,1,1,4,2,2,2,11,4,99,1,3,2,1,1,2,1,2,2,2,2,3,2,,2,3,2,8,1,1,2,7,Quer�taro,178,1
"9,173,043",24,1041,"Guarder�as Siglo XXI, Jacal",1,17,9,15,14,2,14,16,41,5,1,2,1,,2,1,1,1,1,1,1,1,1,4,2,1,7,,,1,1,1,1,2,1,2,4,8,1,1,1,3,4,10,1,1,2,8,Quer�taro,178,1
"9,173,047",24,1041,"Guarder�as Siglo XXI, Jacal",1,17,9,15,14,45,14,53,24,5,2,2,1,,5,1,1,2,2,2,1,2,2,15,3,99,1,2,2,1,4,1,1,2,2,2,2,6,1,1,1,3,4,9,1,2,1,7,Quer�taro,178,1
"9,173,058",24,1041,"Guarder�as Siglo XXI, Jacal",1,17,9,15,16,11,16,17,33,5,2,2,1,,3,1,1,1,1,1,2,2,2,15,3,1,1,1,2,1,2,1,2,2,4,2,3,4,2,,2,3,4,7,2,2,1,9,Quer�taro,178,1
"10,065,089",24,1041,"Guarder�as Siglo XXI, Jacal",1,17,9,15,9,6,9,15,21,5,1,1,,1,3,1,1,2,1,2,2,2,1,20,3,1,1,2,2,1,1,1,1,2,1,2,1,5,1,1,1,1,1,10,1,1,2,7,Quer�taro,178,1
"10,065,092",24,1041,"Guarder�as Siglo XXI, Jacal",1,17,9,15,13,55,14,1,39,5,1,3,,,,2,,,,,1,1,1,99,3,97,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,9,1,1,2,9,Quer�taro,178,1
"10,065,097",24,1041,"Guarder�as Siglo XXI, Jacal",1,17,9,15,14,51,14,59,37,5,1,1,,1,2,1,1,1,1,1,1,1,1,8,2,1,5,2,2,1,1,1,1,2,1,2,1,1,1,1,1,3,1,9,1,1,2,9,Quer�taro,178,1
"10,705,119",24,1041,"Guarder�as Siglo XXI, Jacal",1,17,9,15,14,45,14,53,28,3,1,2,1,,2,1,1,2,1,2,1,2,1,20,3,1,1,3,2,1,2,1,1,2,2,2,4,6,2,,1,2,5,10,1,2,1,7,Quer�taro,178,1
"10,705,123",24,1041,"Guarder�as Siglo XXI, Jacal",1,17,9,15,15,19,15,26,31,5,1,3,,,,1,1,2,1,1,1,2,2,20,4,1,1,2,2,1,1,1,1,2,2,2,3,7,1,1,1,2,4,10,1,1,2,9,Quer�taro,178,1
"10,705,124",24,1041,"Guarder�as Siglo XXI, Jacal",1,17,9,15,15,29,15,36,30,5,1,1,,1,1,1,1,2,1,2,1,1,1,18,4,1,3,3,2,1,1,1,1,1,4,2,4,7,1,1,1,2,5,9,1,2,1,9,Quer�taro,178,1
"10,705,125",24,1041,"Guarder�as Siglo XXI, Jacal",1,17,9,15,15,39,15,44,35,5,1,1,,1,2,2,,,,,1,1,1,20,3,97,2,4,2,1,1,1,1,2,1,2,1,6,1,1,1,2,1,9,1,1,2,9,Quer�taro,178,1
"9,299,090",24,1042,Mis Primeros Pasos,1,11,9,15,8,2,8,13,27,5,1,2,1,,1,1,1,2,1,1,2,1,1,20,4,1,7,,,99,1,2,1,1,2,2,3,6,1,1,1,4,2,9,1,1,2,9,Quer�taro,233,1
"10,065,064",24,1042,Mis Primeros Pasos,1,11,9,15,8,28,8,35,30,5,1,2,1,,1,1,1,1,1,1,1,1,1,25,6,1,3,4,1,1,1,1,1,2,1,2,2,2,1,1,1,3,4,9,1,2,1,9,Quer�taro,233,1
"10,065,067",24,1042,Mis Primeros Pasos,1,11,9,15,10,13,10,23,38,5,2,2,1,,5,1,1,2,2,1,1,2,1,40,3,97,2,4,2,1,2,1,1,2,2,2,4,5,2,,2,3,1,8,2,1,2,9,Quer�taro,233,1
"10,065,073",24,1042,Mis Primeros Pasos,1,11,9,15,15,10,15,20,28,3,1,1,,1,3,1,1,1,1,2,2,2,2,99,3,1,1,1,2,1,1,2,2,2,1,2,1,5,1,1,1,1,1,10,1,1,2,6,Quer�taro,233,1
"10,065,075",24,1042,Mis Primeros Pasos,1,11,9,15,15,42,15,49,37,5,1,1,,1,99,2,,,,,1,1,1,99,4,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,7,5,10,1,1,2,7,Quer�taro,233,1
"10,065,076",24,1042,Mis Primeros Pasos,1,11,9,15,15,54,16,4,23,5,2,2,1,,3,1,1,1,1,1,2,2,2,30,3,1,3,4,1,1,1,2,1,2,2,2,1,5,1,1,1,2,999,8,1,2,1,7,Quer�taro,233,1
"10,705,050",24,1042,Mis Primeros Pasos,1,11,9,15,7,55,8,4,46,2,2,3,,,,1,1,4,1,1,1,1,2,15,2,1,7,,,1,1,2,1,2,2,2,4,6,1,1,1,1,1,9,1,998,1,4,Quer�taro,233,1
"10,705,055",24,1042,Mis Primeros Pasos,1,11,9,15,8,36,8,44,26,5,2,1,,1,1,1,1,2,1,2,1,2,1,20,5,2,2,4,2,1,1,2,4,1,2,2,3,4,1,1,1,2,2,9,1,1,2,9,Quer�taro,233,1
"10,705,058",24,1042,Mis Primeros Pasos,1,11,9,15,13,46,13,58,39,4,1,1,,1,1,1,1,1,1,1,1,1,1,22,5,1,3,3,1,1,1,1,1,2,1,2,3,3,1,1,1,2,1,10,1,2,1,9,Quer�taro,233,1
"10,705,065",24,1042,Mis Primeros Pasos,1,11,9,15,15,18,15,27,26,5,1,1,,1,1,1,1,1,1,1,2,2,1,25,2,97,3,2,2,1,1,1,1,2,2,2,1,7,1,1,1,1,5,9,1,2,1,9,Quer�taro,233,1
"10,705,067",24,1042,Mis Primeros Pasos,1,11,9,15,15,45,15,52,24,5,1,2,1,,1,1,1,1,1,1,1,1,2,15,5,97,1,2,2,1,1,2,1,2,1,2,3,4,1,1,1,2,2,9,1,2,1,9,Quer�taro,233,1
"10,705,068",24,1042,Mis Primeros Pasos,1,11,9,15,15,56,16,4,32,5,1,1,,1,2,1,1,1,1,1,1,1,2,20,3,97,2,2,2,1,1,1,1,2,1,2,2,7,2,,1,1,1,10,1,1,2,8,Quer�taro,233,1
"10,705,069",24,1042,Mis Primeros Pasos,1,11,9,15,16,5,16,14,27,3,1,1,,1,1,1,1,1,1,1,1,1,1,20,5,1,2,4,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,10,1,2,1,5,Quer�taro,233,1
"10,705,070",24,1042,Mis Primeros Pasos,1,11,9,15,16,15,16,22,47,3,2,3,,,,1,1,1,1,1,2,2,2,8,2,1,3,3,2,1,1,1,1,2,1,2,1,6,1,1,1,2,2,9,1,3,2,7,Quer�taro,233,1
"10,705,071",24,1042,Mis Primeros Pasos,1,11,9,15,16,24,16,34,54,5,2,1,,1,1,2,,,,,2,2,2,15,4,97,1,2,2,1,1,1,1,2,2,2,3,4,1,1,1,1,2,10,1,4,1,5,Quer�taro,233,1
"11,764,041",24,1042,Mis Primeros Pasos,1,11,9,15,7,54,8,3,38,5,1,1,,1,1,1,1,1,1,1,1,3,2,25,4,1,2,2,2,1,2,1,1,2,2,2,4,6,1,2,1,2,1,9,1,1,2,8,Quer�taro,233,1
"11,764,048",24,1042,Mis Primeros Pasos,1,11,9,15,13,41,13,52,22,5,1,1,,1,1,1,2,1,1,1,1,1,1,15,3,97,4,4,1,1,1,1,2,1,5,2,3,6,1,1,1,1,4,10,1,2,1,7,Quer�taro,233,1
"11,764,052",24,1042,Mis Primeros Pasos,1,11,9,15,15,10,15,19,40,5,1,99,,,,2,,,,,1,1,2,20,6,1,4,4,1,1,1,1,1,1,2,2,4,6,2,,1,1,1,9,1,4,1,8,Quer�taro,233,1
"11,764,054",24,1042,Mis Primeros Pasos,1,11,9,15,15,41,15,50,35,3,2,1,,1,2,1,2,2,1,2,2,2,1,20,6,99,2,3,2,1,2,2,1,1,2,2,4,6,1,1,1,3,2,9,1,1,2,9,Quer�taro,233,1
"11,764,057",24,1042,Mis Primeros Pasos,1,11,9,15,16,19,16,28,40,4,2,1,,1,4,1,1,1,1,1,1,2,2,20,4,1,7,,,1,4,2,1,1,2,2,2,5,1,1,1,3,2,8,1,1,2,9,Quer�taro,233,1
"9,173,068",24,1047,Cendi Mary's II,1,18,9,15,8,25,8,33,29,5,2,1,,1,2,1,1,1,1,1,1,1,1,15,3,1,3,4,2,1,1,2,1,2,1,2,3,6,1,1,1,3,2,10,1,1,2,9,Quer�taro,144,1
"9,173,071",24,1047,Cendi Mary's II,1,18,9,15,8,57,9,5,34,5,1,1,,1,3,1,1,2,1,1,1,1,1,10,3,1,1,2,2,1,1,1,1,2,1,2,2,2,1,1,2,7,4,10,1,2,1,9,Quer�taro,144,1
"9,173,072",24,1047,Cendi Mary's II,1,18,9,15,13,25,13,30,60,2,2,3,,,,2,,,,,1,1,1,99,99,1,3,4,2,1,1,1,1,2,1,2,3,5,1,1,1,3,4,10,1,3,1,9,Quer�taro,144,1
"9,173,073",24,1047,Cendi Mary's II,1,18,9,15,14,7,14,15,49,5,1,2,1,,4,1,1,4,1,1,1,1,1,99,99,97,4,4,2,1,1,1,1,1,2,2,3,7,1,1,1,3,2,10,1,2,1,9,Quer�taro,144,1
"9,173,078",24,1047,Cendi Mary's II,1,18,9,15,15,26,15,34,56,5,2,3,,,,2,,,,,2,1,1,99,99,1,1,1,2,1,1,1,1,2,2,2,3,4,1,1,2,7,2,9,1,3,1,9,Quer�taro,144,1
"9,173,085",24,1047,Cendi Mary's II,1,18,9,15,16,35,16,43,37,5,2,2,1,,5,2,,,,,1,1,1,20,4,1,2,2,2,1,1,1,1,1,1,2,1,3,1,1,1,3,1,10,1,2,1,9,Quer�taro,144,1
"10,065,107",24,1047,Cendi Mary's II,1,18,9,15,7,19,7,27,38,5,2,2,1,,3,1,2,3,3,4,1,2,2,25,99,97,4,2,1,3,4,2,2,1,2,2,3,6,1,1,1,3,1,8,2,2,1,9,Quer�taro,144,1
"10,065,128",24,1047,Cendi Mary's II,1,18,9,15,15,46,15,54,53,5,1,2,99,,1,2,,,,,1,1,1,99,2,1,2,99,2,1,1,1,1,1,1,2,3,4,1,1,1,3,4,10,1,3,1,9,Quer�taro,144,1
"10,065,180",24,1049,Coqui,1,24,9,15,7,29,7,37,42,2,1,1,,1,3,1,1,1,1,1,1,1,1,6,2,1,5,2,1,1,1,1,1,2,1,2,1,1,2,,1,1,1,10,1,1,2,6,Quer�taro,123,1
"10,065,184",24,1049,Coqui,1,24,9,15,8,3,8,12,23,3,1,1,,1,3,1,1,1,1,1,1,1,1,8,2,1,1,4,2,1,1,1,1,2,2,2,1,1,1,1,1,4,4,9,1,2,1,9,Quer�taro,123,1
"10,065,192",24,1049,Coqui,1,24,9,15,13,52,13,59,31,5,1,1,,1,2,2,,,,,1,1,1,15,3,1,1,3,2,1,1,1,1,1,2,2,3,4,1,1,1,3,2,9,1,2,1,9,Quer�taro,123,1
"10,065,196",24,1049,Coqui,1,24,9,15,14,46,14,53,21,3,2,1,,2,4,2,,,,,1,1,1,12,2,1,5,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,4,10,1,2,1,7,Quer�taro,123,1
