folio,deleg,id_guard,guard,esq,fecha_d,fecha_m,fecha_a,hr_ini_h,hr_ini_m,hr_fin_h,hr_fin_m,edad,rechab,sat1,solinsc,internet,tramit,tmpoingr,filtroen,asistllegada,enfllegada,revdesp,revunas,limp,trato2,trato1,total_a,asistsala,nutricion,lactm1,lactm2,lactm3,vacunas,limpsalida,limpsalida2,vigilante,simulacro,alrededores,seguro1,tiempo,sala,conact,actadec,comunic1,comunic5,razon,sat2,recomen,parent,sexo,escolar,Delegacion,InscritosDiciembre2014,TipoGuard
"7,545,051",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,13,38,13,50,40,5,2,1,,1,1,1,3,1,1,1,1,2,2,99,99,97,3,3,2,1,1,4,5,2,2,1,3,7,1,1,1,1,4,9,1,2,1,3,M�xico Poniente,129,1
"7,545,053",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,14,3,14,9,23,5,2,1,,1,1,1,1,1,1,1,1,1,1,99,2,1,2,3,2,1,1,1,5,2,1,2,2,4,1,1,1,97,998,9,1,2,1,5,M�xico Poniente,129,1
"8,872,054",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,7,44,7,51,39,5,2,1,,1,1,1,1,1,1,1,1,2,2,15,2,1,4,4,2,1,1,1,99,1,2,2,3,5,1,1,1,1,2,8,1,2,1,5,M�xico Poniente,129,1
"8,872,055",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,7,53,8,5,48,5,2,1,,1,2,1,1,1,1,1,2,2,2,99,2,1,4,3,2,1,1,1,1,2,1,1,4,5,1,1,1,5,3,8,2,3,1,5,M�xico Poniente,129,1
"8,872,056",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,8,19,8,27,28,5,2,1,,1,2,1,1,1,1,1,2,2,2,99,1,1,7,,,1,2,1,1,2,99,2,1,7,2,,1,1,998,8,2,1,2,7,M�xico Poniente,129,1
"8,872,058",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,9,39,9,56,52,5,1,1,,1,1,1,1,1,1,1,1,1,1,99,2,1,2,3,1,1,1,1,1,1,2,2,1,5,1,1,1,5,1,10,1,3,1,4,M�xico Poniente,129,1
"8,872,061",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,11,49,12,1,42,4,2,1,,1,2,1,1,1,1,1,2,2,2,99,2,1,7,,,1,1,1,4,1,3,1,4,6,1,1,1,5,2,8,1,3,1,3,M�xico Poniente,129,1
"8,872,062",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,12,2,12,10,23,5,2,1,,1,3,1,1,1,1,1,2,2,2,10,4,1,5,1,1,1,1,2,5,1,4,2,1,1,1,1,1,7,3,10,1,2,1,5,M�xico Poniente,129,1
"8,872,064",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,13,28,13,39,32,5,2,1,,1,1,1,1,1,1,1,1,2,2,99,2,1,4,3,2,1,1,2,5,2,1,1,2,3,1,1,1,1,10,8,2,2,1,6,M�xico Poniente,129,1
"8,872,065",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,13,42,13,48,28,5,1,1,,1,1,1,1,1,1,1,1,1,1,99,2,1,2,4,2,1,2,2,5,2,2,2,3,5,1,1,1,1,7,10,1,2,1,5,M�xico Poniente,129,1
"8,872,066",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,13,50,13,56,20,5,1,1,,1,1,1,1,1,1,1,1,1,1,13,3,1,4,3,2,1,1,1,2,2,2,2,1,6,1,1,1,1,3,9,2,2,1,7,M�xico Poniente,129,1
"8,872,067",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,14,6,14,12,40,5,2,1,,1,2,1,1,1,1,4,2,2,2,8,2,1,2,2,2,1,1,1,5,1,1,2,3,3,1,1,1,1,3,9,1,2,1,7,M�xico Poniente,129,1
"10,434,065",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,8,17,8,25,37,5,2,1,,1,1,1,1,1,1,1,1,2,2,10,2,1,1,3,2,1,1,1,5,1,4,2,4,6,1,1,1,3,4,9,1,2,1,7,M�xico Poniente,129,1
"10,434,067",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,10,4,10,15,32,5,1,1,,1,1,1,1,1,1,1,2,1,2,99,2,1,3,3,1,1,1,2,99,2,1,2,3,3,1,1,1,1,2,10,1,2,1,3,M�xico Poniente,129,1
"10,434,068",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,10,37,10,45,25,5,1,1,,1,1,1,1,1,1,1,1,1,1,18,3,1,2,2,2,1,1,1,5,2,2,2,2,5,1,1,1,1,2,10,1,2,1,5,M�xico Poniente,129,1
"10,434,070",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,12,29,12,36,24,4,2,1,,1,1,2,,,,,2,2,2,11,4,1,7,,,1,1,1,5,2,1,2,4,5,1,1,1,1,2,9,1,2,1,5,M�xico Poniente,129,1
"10,434,071",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,12,41,12,51,23,5,1,1,,1,1,1,1,1,1,1,2,2,1,10,2,1,4,3,2,1,1,1,5,2,2,2,3,7,2,,2,1,10,8,2,1,2,7,M�xico Poniente,129,1
"10,839,042",13,585,"Convivencia y Educaci�n Infantil Pasteje, S.C.",1,18,9,15,7,48,7,54,25,5,1,1,,1,1,1,1,1,1,1,1,2,2,12,3,1,3,3,2,1,1,1,5,2,2,2,3,3,1,1,1,5,2,9,1,2,1,7,M�xico Poniente,129,1
"8,483,060",13,587,"Estancia Infantil Atlacomulco, S.C.",1,21,9,15,7,42,7,49,26,5,2,1,,1,2,1,1,1,1,1,2,2,2,6,2,1,2,3,1,1,1,1,1,2,1,2,2,3,1,1,1,3,4,9,1,2,1,9,M�xico Poniente,75,1
"8,483,062",13,587,"Estancia Infantil Atlacomulco, S.C.",1,21,9,15,8,19,8,25,22,3,2,1,,1,1,1,1,1,1,1,2,2,2,15,3,1,3,4,2,1,1,1,1,2,2,2,1,4,2,,2,7,1,8,1,1,2,7,M�xico Poniente,75,1
"8,483,064",13,587,"Estancia Infantil Atlacomulco, S.C.",1,21,9,15,8,36,8,40,22,5,1,1,,1,1,1,1,1,1,1,1,2,1,8,3,1,1,3,2,1,1,1,1,2,1,2,1,6,1,1,1,3,2,10,2,2,1,7,M�xico Poniente,75,1
"8,483,068",13,587,"Estancia Infantil Atlacomulco, S.C.",1,21,9,15,9,13,9,20,28,5,2,1,,1,2,1,1,1,1,1,2,2,2,15,2,1,2,4,2,1,1,2,1,2,1,2,1,6,1,1,1,3,2,9,1,1,2,8,M�xico Poniente,75,1
"8,483,070",13,587,"Estancia Infantil Atlacomulco, S.C.",1,21,9,15,13,27,13,35,30,5,1,1,,1,1,1,1,1,1,1,2,2,2,6,1,1,3,2,1,1,1,2,1,2,1,2,4,7,1,1,1,1,2,9,1,2,1,5,M�xico Poniente,75,1
"8,483,072",13,587,"Estancia Infantil Atlacomulco, S.C.",1,21,9,15,14,16,14,25,38,4,2,2,1,,3,1,1,1,1,1,2,1,1,8,99,1,4,4,1,1,1,1,1,2,2,2,3,5,1,1,1,5,5,10,1,2,1,9,M�xico Poniente,75,1
"8,483,074",13,587,"Estancia Infantil Atlacomulco, S.C.",1,21,9,15,14,59,15,5,27,5,1,1,,1,1,1,1,1,1,1,1,1,1,8,2,1,5,2,1,3,1,1,2,1,1,2,1,4,1,1,1,3,4,9,1,2,1,9,M�xico Poniente,75,1
"10,533,039",13,587,"Estancia Infantil Atlacomulco, S.C.",1,21,9,15,7,3,7,10,26,5,2,1,,1,1,1,1,1,1,1,1,1,2,10,2,1,1,2,2,1,1,1,2,2,1,2,1,3,1,1,1,2,4,9,1,4,1,9,M�xico Poniente,75,1
"10,533,042",13,587,"Estancia Infantil Atlacomulco, S.C.",1,21,9,15,8,14,8,25,26,2,2,1,,1,1,1,1,1,1,1,1,2,1,10,2,2,4,4,2,1,1,4,2,2,1,2,1,5,1,1,1,1,4,10,1,1,2,5,M�xico Poniente,75,1
"10,533,043",13,587,"Estancia Infantil Atlacomulco, S.C.",1,21,9,15,8,39,8,46,21,5,1,1,,1,1,1,1,2,1,1,1,1,1,5,2,1,5,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,10,1,2,1,7,M�xico Poniente,75,1
"10,533,047",13,587,"Estancia Infantil Atlacomulco, S.C.",1,21,9,15,14,1,14,13,26,5,2,1,,1,1,1,1,1,1,1,2,1,2,9,3,1,2,3,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,10,1,1,2,7,M�xico Poniente,75,1
"10,533,048",13,587,"Estancia Infantil Atlacomulco, S.C.",1,21,9,15,14,20,14,28,24,5,2,1,,1,1,1,2,2,1,1,2,2,2,10,1,1,2,3,2,2,1,1,2,2,2,2,1,5,2,,2,3,998,8,1,2,1,9,M�xico Poniente,75,1
"8,405,026",13,591,"My First World MFW, S.C.",1,10,9,15,9,47,9,58,25,5,1,2,1,,3,1,1,1,1,1,1,2,1,32,4,1,2,2,2,1,1,1,1,2,1,2,3,6,1,1,1,1,4,9,1,2,1,9,M�xico Poniente,218,1
"8,405,028",13,591,"My First World MFW, S.C.",1,10,9,15,10,11,10,15,26,5,1,1,,1,3,1,1,1,1,1,2,2,1,20,4,1,2,2,2,1,1,1,1,1,2,2,2,3,1,1,1,6,1,10,1,1,2,7,M�xico Poniente,218,1
"8,405,030",13,591,"My First World MFW, S.C.",1,10,9,15,10,27,10,37,43,5,1,1,,1,3,1,1,1,1,1,2,2,1,20,4,1,1,2,1,1,1,1,1,2,2,2,2,3,1,1,1,3,1,9,1,1,2,8,M�xico Poniente,218,1
"8,405,033",13,591,"My First World MFW, S.C.",1,10,9,15,11,48,12,1,63,5,1,1,,1,1,1,1,1,1,1,1,1,1,22,3,1,3,2,2,1,1,1,1,1,1,2,3,5,1,1,1,1,5,10,1,3,1,5,M�xico Poniente,218,1
"8,405,034",13,591,"My First World MFW, S.C.",1,10,9,15,12,6,12,10,35,5,2,1,,1,3,1,1,1,1,1,1,2,2,25,5,1,2,2,1,1,1,1,1,2,1,2,3,4,1,1,1,1,1,10,1,2,1,7,M�xico Poniente,218,1
"8,405,038",13,591,"My First World MFW, S.C.",1,10,9,15,13,54,14,9,30,5,2,1,,1,2,1,1,1,1,1,1,1,1,15,4,1,1,2,2,1,1,1,1,2,1,2,2,3,1,1,1,3,4,10,1,2,1,9,M�xico Poniente,218,1
"8,405,039",13,591,"My First World MFW, S.C.",1,10,9,15,14,9,14,23,43,5,1,1,,1,3,1,1,1,1,1,1,1,1,35,3,1,2,2,2,1,1,1,2,2,1,2,3,6,1,1,1,1,1,10,1,2,1,7,M�xico Poniente,218,1
"8,405,040",13,591,"My First World MFW, S.C.",1,10,9,15,14,23,14,34,30,5,1,2,1,,4,1,1,1,1,1,1,2,1,40,4,1,4,3,1,1,1,1,1,2,1,2,4,5,1,1,1,3,1,10,1,2,1,9,M�xico Poniente,218,1
"8,405,042",13,591,"My First World MFW, S.C.",1,10,9,15,14,38,14,56,50,5,4,1,,2,4,1,1,1,1,1,2,2,4,25,4,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,6,2,3,1,9,M�xico Poniente,218,1
"8,405,044",13,591,"My First World MFW, S.C.",1,10,9,15,15,31,15,35,59,5,2,1,,2,4,1,1,2,1,1,1,2,1,20,4,2,2,2,1,1,1,2,1,1,4,2,5,7,1,1,1,5,1,10,1,3,1,4,M�xico Poniente,218,1
"8,457,020",13,591,"My First World MFW, S.C.",1,10,9,15,9,54,10,1,56,5,2,3,,,,1,1,1,1,1,1,1,1,99,4,1,2,4,2,1,1,1,1,1,1,2,3,4,1,1,1,7,1,10,1,3,2,3,M�xico Poniente,218,1
"8,457,029",13,591,"My First World MFW, S.C.",1,10,9,15,13,40,13,47,29,5,1,1,,1,1,1,1,1,1,1,1,1,1,99,2,1,4,4,1,1,1,1,1,2,2,2,4,7,1,1,1,3,4,10,1,2,1,9,M�xico Poniente,218,1
"8,457,030",13,591,"My First World MFW, S.C.",1,10,9,15,13,54,14,1,22,5,1,1,,1,1,1,1,1,1,1,1,1,2,15,2,1,3,4,2,1,1,1,2,2,1,2,1,2,1,1,1,7,3,10,1,2,1,6,M�xico Poniente,218,1
"8,457,031",13,591,"My First World MFW, S.C.",1,10,9,15,14,8,14,15,60,3,2,1,,1,3,2,,,,,2,2,2,16,4,97,7,,,1,1,1,1,2,1,2,2,4,2,,99,7,1,9,1,3,2,3,M�xico Poniente,218,1
"8,457,035",13,591,"My First World MFW, S.C.",1,10,9,15,14,59,15,6,32,5,2,1,,1,1,1,1,1,1,1,1,1,1,10,5,97,7,,,1,1,1,1,2,2,2,2,4,1,1,1,7,1,10,1,2,1,5,M�xico Poniente,218,1
"9,462,024",13,591,"My First World MFW, S.C.",1,10,9,15,9,54,9,58,30,5,2,1,,1,2,1,2,2,2,2,2,2,2,25,4,1,3,4,2,1,2,2,2,2,2,2,2,6,1,1,1,4,4,9,2,2,1,6,M�xico Poniente,218,1
"9,462,026",13,591,"My First World MFW, S.C.",1,10,9,15,10,1,10,9,65,5,2,1,,1,3,1,1,1,1,1,1,1,99,16,2,97,7,,,1,1,1,1,2,2,2,1,7,1,1,1,1,1,10,1,3,1,2,M�xico Poniente,218,1
"9,462,027",13,591,"My First World MFW, S.C.",1,10,9,15,10,16,10,20,40,5,2,1,,1,1,1,1,1,1,1,2,2,2,20,4,1,2,4,2,1,2,2,2,1,2,2,2,4,1,1,1,4,4,9,2,2,1,7,M�xico Poniente,218,1
"9,462,028",13,591,"My First World MFW, S.C.",1,10,9,15,10,27,10,31,41,4,2,1,,1,2,1,2,1,1,2,2,2,2,20,4,1,2,4,2,1,1,1,1,1,2,2,2,7,1,1,1,6,1,9,1,2,1,8,M�xico Poniente,218,1
"9,462,031",13,591,"My First World MFW, S.C.",1,10,9,15,11,14,11,21,54,5,2,1,,2,5,1,1,1,1,1,1,1,1,17,4,1,2,3,2,1,1,1,1,1,2,2,3,7,1,1,1,1,1,10,1,3,1,3,M�xico Poniente,218,1
"9,462,034",13,591,"My First World MFW, S.C.",1,10,9,15,11,54,12,1,29,5,1,1,,1,1,1,1,1,1,1,1,2,2,27,5,97,1,4,2,1,1,1,1,97,1,2,2,2,1,1,1,1,4,10,1,2,1,9,M�xico Poniente,218,1
"9,462,036",13,591,"My First World MFW, S.C.",1,10,9,15,13,8,13,13,57,4,1,1,,1,1,1,1,1,1,2,1,1,1,99,2,1,3,4,2,1,1,1,1,2,2,2,2,6,1,1,1,6,1,10,1,3,2,9,M�xico Poniente,218,1
"9,462,037",13,591,"My First World MFW, S.C.",1,10,9,15,13,52,13,57,41,4,1,1,,1,1,1,1,1,1,1,1,1,1,20,4,97,2,4,2,1,1,1,1,2,2,2,1,2,1,1,1,6,4,10,1,3,1,2,M�xico Poniente,218,1
"10,189,004",13,591,"My First World MFW, S.C.",1,10,9,15,8,31,8,37,28,5,1,2,1,,5,1,1,1,1,1,1,2,1,20,3,1,2,3,2,1,1,1,1,2,1,2,2,5,1,1,1,4,1,10,1,2,1,9,M�xico Poniente,218,1
"10,189,005",13,591,"My First World MFW, S.C.",1,10,9,15,8,41,8,45,36,5,1,2,1,,5,1,1,1,1,1,1,1,1,25,3,1,2,3,1,1,1,1,1,1,1,2,2,4,1,1,1,4,1,10,1,2,1,8,M�xico Poniente,218,1
"10,189,006",13,591,"My First World MFW, S.C.",1,10,9,15,9,42,9,49,29,5,1,2,1,,3,1,1,1,1,1,1,1,1,30,4,1,2,4,2,1,1,2,1,2,2,2,1,4,1,1,1,1,4,9,1,1,2,7,M�xico Poniente,218,1
"10,189,007",13,591,"My First World MFW, S.C.",1,10,9,15,9,56,10,5,34,5,1,2,1,,4,1,1,1,1,1,1,1,1,32,4,1,2,3,2,1,1,1,1,2,2,2,2,4,1,1,1,6,1,9,2,2,1,7,M�xico Poniente,218,1
"10,189,008",13,591,"My First World MFW, S.C.",1,10,9,15,10,11,10,19,46,3,1,1,,1,2,2,,,,,1,1,1,32,4,97,4,97,2,3,1,1,1,2,1,2,3,8,1,1,1,6,4,10,1,3,1,4,M�xico Poniente,218,1
"7,545,028",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,7,35,7,42,29,5,1,1,,1,4,1,1,1,1,1,1,1,1,20,3,97,3,1,1,1,1,1,1,1,2,2,4,5,1,1,1,3,10,10,1,2,1,8,M�xico Poniente,197,2
"7,545,029",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,7,50,7,58,21,3,1,1,,1,4,2,,,,,1,1,1,99,99,1,4,3,2,1,1,1,1,2,2,2,1,6,1,1,1,3,4,10,1,2,1,5,M�xico Poniente,197,2
"7,545,034",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,8,31,8,38,32,5,1,1,,1,1,1,1,1,1,1,1,1,2,20,4,1,1,2,2,1,2,1,1,2,2,2,3,3,1,1,1,1,4,9,1,1,2,8,M�xico Poniente,197,2
"7,545,035",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,8,39,8,46,23,5,1,1,,1,1,1,1,1,1,1,1,1,1,15,4,97,5,3,1,1,1,1,1,2,2,2,2,3,1,1,1,5,4,10,1,2,1,8,M�xico Poniente,197,2
"7,545,041",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,15,28,15,36,29,5,1,1,,1,3,1,1,1,1,1,1,1,1,11,4,1,5,2,1,1,1,1,1,2,1,2,2,2,1,1,1,3,1,10,1,2,1,9,M�xico Poniente,197,2
"8,099,087",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,7,17,7,24,23,5,2,1,,1,1,1,1,1,1,1,2,2,99,10,2,1,3,3,2,1,1,1,1,1,2,2,4,7,1,1,1,1,1,10,1,2,1,5,M�xico Poniente,197,2
"8,099,088",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,7,39,7,45,21,4,2,1,,1,3,1,1,1,1,1,2,1,2,10,2,99,1,3,2,1,1,2,1,99,2,2,1,4,99,,1,1,1,9,1,2,1,5,M�xico Poniente,197,2
"8,099,092",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,8,14,8,20,38,5,1,1,,1,2,2,,,,,1,1,1,15,3,99,3,4,2,1,2,2,1,99,1,2,2,3,1,1,1,99,1,8,1,1,2,8,M�xico Poniente,197,2
"8,099,094",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,8,35,8,41,22,4,2,1,,1,1,1,1,1,1,1,1,1,1,15,4,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,9,1,1,2,1,M�xico Poniente,197,2
"8,099,101",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,15,42,15,51,30,5,2,2,1,,2,1,1,1,1,1,1,2,1,15,2,1,3,4,2,1,2,1,1,1,2,2,1,5,2,,2,1,4,10,1,1,2,9,M�xico Poniente,197,2
"8,872,039",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,8,23,8,31,42,5,1,1,,1,4,1,1,1,1,1,1,1,1,30,8,1,1,1,1,1,1,1,1,1,4,2,4,6,1,1,1,3,2,10,1,2,1,9,M�xico Poniente,197,2
"8,872,045",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,12,46,12,52,45,3,2,1,,1,1,2,,,,,2,2,2,99,4,1,4,4,2,1,1,1,1,2,2,2,1,8,1,1,1,1,2,10,2,3,1,5,M�xico Poniente,197,2
"8,872,049",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,14,39,14,46,69,5,1,1,,1,4,2,,,,,2,1,2,99,99,97,1,2,2,1,1,1,1,2,2,2,2,2,2,,2,4,4,9,1,3,1,9,M�xico Poniente,197,2
"8,872,050",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,14,55,15,3,35,5,1,1,,1,2,1,1,2,2,1,1,2,2,20,3,1,4,4,2,1,2,4,2,2,4,2,3,6,1,1,1,1,4,8,1,1,2,7,M�xico Poniente,197,2
"10,434,045",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,7,59,8,9,30,5,1,1,,1,3,1,1,1,1,1,1,1,1,8,8,1,3,3,1,1,1,1,1,2,1,2,1,2,1,2,1,3,1,10,1,1,2,9,M�xico Poniente,197,2
"10,434,046",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,8,13,8,19,30,5,2,1,,2,5,1,1,1,1,1,2,2,2,32,5,1,1,3,2,1,1,1,1,2,2,2,1,4,1,1,1,2,2,9,1,2,1,8,M�xico Poniente,197,2
"10,434,048",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,8,21,8,31,42,5,1,1,,1,2,1,1,1,1,1,1,1,1,99,4,1,3,2,1,1,1,1,1,2,1,2,4,5,1,1,1,1,10,10,1,1,2,9,M�xico Poniente,197,2
"10,434,061",13,556,Guarder�a Ordinaria G - 0001 TOLUCA,2,17,9,15,15,59,16,8,31,5,1,1,,1,2,2,,,,,1,1,1,20,7,2,1,2,2,1,2,1,1,2,2,2,3,3,2,,1,3,1,9,1,2,1,9,M�xico Poniente,197,2
"8,230,005",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,7,9,15,9,3,9,11,38,5,2,3,,,,1,1,1,1,1,2,2,3,20,2,1,3,3,2,1,1,3,1,2,2,2,3,9,1,1,1,6,2,8,2,1,2,99,M�xico Poniente,119,2
"8,230,007",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,7,9,15,14,23,14,31,34,5,1,1,,1,1,1,1,1,1,1,1,1,1,10,3,1,1,3,1,1,1,1,1,2,2,2,1,1,1,1,1,3,2,10,1,2,1,9,M�xico Poniente,119,2
"8,230,008",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,7,9,15,14,37,14,44,38,5,1,1,,1,2,1,1,1,1,1,1,2,1,15,2,1,1,3,2,1,1,1,1,2,2,2,3,5,1,1,1,3,5,10,1,2,1,9,M�xico Poniente,119,2
"8,230,010",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,7,9,15,15,3,15,14,48,5,1,1,,1,4,1,2,2,1,4,4,1,1,34,2,2,1,2,2,1,1,2,1,2,5,1,5,9,1,1,1,2,2,9,1,2,1,9,M�xico Poniente,119,2
"8,230,012",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,7,9,15,16,37,16,44,26,5,1,1,,1,3,1,1,1,1,2,1,1,1,5,3,1,1,2,2,1,1,1,1,2,4,2,2,7,1,1,1,7,999,9,1,1,2,7,M�xico Poniente,119,2
"8,230,013",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,7,9,15,16,53,17,0,27,5,1,1,,1,1,1,1,1,1,1,1,2,1,10,3,1,2,3,2,1,1,1,1,2,5,2,2,6,1,1,1,2,999,10,1,2,1,9,M�xico Poniente,119,2
"9,173,088",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,22,9,15,10,13,10,18,31,5,1,1,,1,5,2,,,,,2,1,1,20,3,99,7,,,1,1,1,1,2,1,2,5,9,1,1,1,2,2,9,1,2,1,7,M�xico Poniente,119,2
"9,173,089",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,22,9,15,10,37,10,44,34,5,2,1,,1,5,1,1,1,1,1,1,2,2,10,2,1,4,4,1,1,1,1,1,1,1,2,3,3,1,1,1,2,4,9,1,2,1,9,M�xico Poniente,119,2
"9,173,091",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,22,9,15,13,49,13,55,34,2,2,3,,,,2,,,,,2,2,2,10,2,99,4,4,1,1,1,1,1,2,2,2,3,5,1,1,1,1,3,9,1,1,2,5,M�xico Poniente,119,2
"9,173,094",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,22,9,15,14,35,14,41,23,5,1,1,,1,3,1,1,1,1,1,2,2,2,12,2,99,7,,,1,1,1,1,2,1,2,1,7,1,1,1,1,2,10,1,2,1,7,M�xico Poniente,119,2
"9,173,099",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,22,9,15,15,25,15,29,29,5,2,3,,,,1,1,1,1,1,1,2,2,12,2,99,3,3,2,1,1,1,1,2,1,2,4,7,1,1,1,1,2,10,1,1,2,7,M�xico Poniente,119,2
"9,173,100",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,22,9,15,15,51,15,58,32,5,1,3,,,,2,,,,,2,2,1,20,2,1,4,4,2,1,1,1,1,2,1,2,5,9,1,1,1,1,10,10,1,1,2,7,M�xico Poniente,119,2
"9,228,005",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,7,9,15,14,12,14,21,35,5,1,1,,2,4,1,1,1,1,1,2,2,2,5,3,1,3,2,2,1,1,1,1,2,3,2,1,3,1,1,1,5,2,9,2,2,1,9,M�xico Poniente,119,2
"9,228,006",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,7,9,15,14,27,14,37,32,5,2,3,,,,1,1,1,1,1,2,2,2,25,3,1,3,3,1,1,2,1,1,1,2,2,5,9,1,1,1,5,2,9,2,2,1,7,M�xico Poniente,119,2
"9,228,007",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,7,9,15,14,44,14,54,32,3,2,1,,1,4,1,4,4,4,4,2,3,2,19,2,2,2,4,1,1,2,3,1,1,1,1,5,9,1,1,1,5,2,8,2,2,1,7,M�xico Poniente,119,2
"9,228,008",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,7,9,15,15,13,15,21,27,3,2,1,,1,5,1,1,1,4,1,2,2,2,8,2,1,3,3,1,1,2,2,1,2,3,2,2,4,2,,1,5,2,7,2,2,1,7,M�xico Poniente,119,2
"9,228,009",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,7,9,15,15,22,15,30,36,5,2,3,,,,1,1,1,1,1,2,2,2,28,2,1,2,3,1,1,1,2,1,1,2,2,5,9,1,1,1,5,2,8,2,2,1,9,M�xico Poniente,119,2
"9,228,012",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,7,9,15,16,40,16,46,34,5,2,3,,,,1,1,1,1,1,1,2,2,17,2,1,4,3,1,1,1,1,1,1,2,2,5,9,1,1,1,5,2,8,2,2,1,7,M�xico Poniente,119,2
"9,799,006",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,7,9,15,13,50,14,18,32,5,1,1,,1,2,1,2,2,1,1,1,2,2,25,2,1,1,1,2,1,2,2,1,2,2,2,2,9,2,,1,98,2,9,2,2,1,9,M�xico Poniente,119,2
"9,799,007",13,558,Guarder�a Madres IMSS G - I NAUCALPAN DE JUAREZ,3,7,9,15,14,18,14,23,32,5,2,1,,1,2,1,2,2,2,2,2,2,1,20,2,1,2,2,1,1,1,1,1,1,2,1,2,9,1,1,1,4,1,8,2,2,1,7,M�xico Poniente,119,2
